PART_ID,TRIAL,TRAINING,CORRECT,CONGRUENT,LATENCY
fdMsd,1,1,0,0,0.6667590999859385
fdMsd,2,1,1,0,0.7280198000080418
fdMsd,0,0,0,1,0.6052358000015374
fdMsd,1,0,1,1,0.3090470000170171
fdMsd,2,0,0,0,0.4337180000147782
fdMsd,0,0,1,0,0.5463588000275195
fdMsd,1,0,0,1,0.38795169998775236
fdMsd,2,0,1,0,0.3293134999985341
