PART_ID,TRIAL,TRAINING,CORRECT,CONGRUENT,LATENCY
Zofia3M123,1,1,0,0,1.663888099952601
Zofia3M123,2,1,1,1,0.38553830003365874
Zofia3M123,0,0,1,1,0.917693700059317
Zofia3M123,1,0,0,0,0.5668672999599949
Zofia3M123,2,0,1,1,0.37886109994724393
Zofia3M123,0,0,1,1,0.4518622999312356
Zofia3M123,1,0,0,0,0.4882685999618843
Zofia3M123,2,0,1,1,0.370582899893634
