PART_ID,TRIAL,TRAINING,CORRECT,CONGRUENT,LATENCY
ZofiaK123,1,1,1,1,4.060075999936089
ZofiaK123,2,1,0,0,1.2284628000343218
ZofiaK123,0,0,1,1,0.9180694000096992
ZofiaK123,1,0,0,0,0.6547462999587879
ZofiaK123,2,0,0,0,0.9201924999943003
ZofiaK123,0,0,0,0,0.6874508999753743
ZofiaK123,1,0,1,1,0.5225430999416858
ZofiaK123,2,0,1,1,0.5879343999549747
