PART_ID,TRIAL,TRAINING,CORRECT,CONGRUENT,LATENCY
xdM34,1,1,0,0,0.4379572999996526
xdM34,2,1,0,0,0.34731400000055146
xdM34,0,0,1,0,0.9992997999997897
xdM34,1,0,0,1,0.4327911000000313
xdM34,2,0,1,0,1.0043845000000147
xdM34,0,0,1,0,0.8094160000000556
xdM34,1,0,1,1,0.878328099999635
xdM34,2,0,1,0,0.5772969999998168
