ID,SEX,AGE,TRIAL,TRAINING,CORRECT,CONGRUENT,LATENCY
04,M,23,1,True,1,False,1.8577506999999969
04,M,23,1,False,1,False,1.5474051000001054
04,M,23,2,False,1,False,1.772571099999368
04,M,23,3,False,1,False,1.8110361999997622
04,M,23,4,False,1,False,1.6319772000006196
