PART_ID,TRIAL,TRAINING,CORRECT,CONGRUENT,LATENCY
totoM50,1,1,1,1,0.41399860000092303
totoM50,2,1,0,0,0.27785690000018803
totoM50,0,0,0,1,0.5012862000003224
totoM50,1,0,0,0,0.3083361999997578
totoM50,2,0,0,1,0.399864200000593
totoM50,0,0,0,0,0.43991759999698843
totoM50,1,0,0,1,0.4639787999985856
totoM50,2,0,0,0,0.3184375999990152
