ID,SEX,AGE,TRIAL,TRAINING,CORRECT,CONGRUENT,LATENCY
4,M,4,1,True,1,False,2.2668526000052225
4,M,4,1,False,1,False,1.5782942000078037
4,M,4,2,False,1,False,1.5193637000047602
4,M,4,3,False,1,False,1.3810206000052858
4,M,4,4,False,1,False,1.2969075000146404
4,M,4,1,False,1,False,1.5889847000071313
4,M,4,2,False,1,False,1.5365596000046935
4,M,4,3,False,1,False,1.6086386000097264
4,M,4,4,False,1,False,1.4087060999881942
