PART_ID,TRIAL,TRAINING,CORRECT,CONGRUENT,LATENCY
9M09,1,1,1,1,5.104003200001898
9M09,2,1,0,1,6.256886099999974
9M09,0,0,0,1,4.49440020000111
9M09,1,0,1,0,12.97981069999878
9M09,2,0,1,1,4.549470000001747
9M09,0,0,0,1,4.5215008999985
9M09,1,0,1,1,4.413383899998735
9M09,2,0,0,0,6.835150400002021
