ID,SEX,AGE,TRIAL,TRAINING,CORRECT,CONGRUENT,LATENCY
05,M,09,1,True,1,False,2.229548500000419
05,M,09,1,False,1,False,2.285598000000391
05,M,09,2,False,1,False,1.5228720999994039
05,M,09,3,False,1,False,1.374791400000504
05,M,09,4,False,1,False,1.4336928000002445
