ID,SEX,AGE,TRIAL,TRAINING,CORRECT,CONGRUENT,LATENCY
06,K,889,1,True,1,False,5.247959599999376
06,K,889,1,False,1,False,1.8746461999999156
06,K,889,2,False,1,False,1.7356192000006558
06,K,889,3,False,1,False,1.7615520999988803
06,K,889,4,False,1,False,1.4965403000005608
06,K,889,1,False,1,False,2.6107413999998244
06,K,889,2,False,1,False,2.6429436999987956
06,K,889,3,False,1,False,2.348279800000455
06,K,889,4,False,1,False,2.6797280999999202
