TRIAL,TRAINING,TRIAL_TYPE,REACTION,CORRECT,CONGRUENT,LATENCY
1,True,0,0,3.43975859999955
1,False,0,0,1.7139926999989257
2,False,1,0,1.6571637999986706
3,False,1,1,1.5131340000007185
4,False,1,0,1.5437288000011904
