PART_ID,TRIAL,TRAINING,CORRECT,CONGRUENT,LATENCY
MateuszM23,1,1,0,1,4.4158494000002975
MateuszM23,2,1,1,1,0.03413060000002588
MateuszM23,0,0,1,1,0.37356420000014623
MateuszM23,1,0,0,0,0.38314919999993435
MateuszM23,2,0,1,0,0.6674954000000071
MateuszM23,0,0,1,1,0.7910948999997345
MateuszM23,1,0,1,1,0.5029056000003038
MateuszM23,2,0,1,0,0.7107704999998532
